,count_words,count_mentions,count_hashtags,count_capital_words,count_excl_quest_marks,count_urls,count_emojis,sentiment
1214,22,0,0,0,0,0,0,neutral
11616,21,0,0,0,0,1,0,neutral
14012,26,0,0,0,0,0,0,positive
10724,24,0,0,0,0,0,0,neutral
10769,27,0,0,0,0,0,0,neutral
943,28,0,0,1,2,0,0,negative
11249,22,1,0,1,0,0,0,neutral
13373,24,0,0,0,0,0,0,positive
14470,19,0,0,0,0,0,0,positive
7329,20,0,0,0,0,0,0,positive
12182,23,1,0,0,1,0,0,positive
7480,12,0,0,0,1,0,0,positive
6045,24,0,0,0,0,1,0,positive
9661,27,1,0,0,0,0,0,negative
830,21,0,0,0,0,1,0,positive
10021,27,0,0,0,0,0,0,negative
15251,23,1,0,0,1,0,0,neutral
1478,20,0,0,0,0,0,0,neutral
2287,22,0,0,0,0,0,0,negative
14926,12,0,0,0,0,1,0,neutral
4761,20,0,0,8,1,1,0,positive
10900,26,0,0,0,0,0,0,neutral
5796,12,0,0,0,0,0,0,positive
4121,22,0,0,0,1,1,0,positive
13746,25,0,0,1,0,0,0,neutral
10080,14,0,0,0,0,0,0,neutral
10228,19,0,0,0,0,1,0,neutral
5421,23,1,0,0,2,0,0,positive
14423,21,0,0,0,0,0,0,neutral
2581,22,1,0,0,0,0,0,positive
11070,19,0,1,0,0,0,0,positive
3358,27,0,0,0,1,0,0,positive
6022,20,0,0,0,0,0,0,positive
6753,15,1,0,0,1,0,0,positive
3097,12,0,0,0,4,0,0,negative
13215,27,0,0,0,0,0,0,positive
9813,24,1,0,0,1,0,0,positive
15205,20,1,0,0,0,0,0,neutral
1393,16,0,0,0,0,0,0,negative
8174,31,0,0,0,0,0,0,positive
2125,17,0,0,0,0,0,0,positive
2726,13,0,0,0,1,0,0,positive
12138,13,1,1,0,0,0,0,positive
8656,21,0,0,0,0,0,0,positive
6368,18,3,1,0,1,0,0,positive
12895,25,0,0,0,0,0,0,positive
5831,15,0,0,0,0,0,0,neutral
220,24,1,0,0,0,0,0,negative
5841,30,0,0,1,0,0,0,neutral
899,17,0,0,0,0,0,0,positive
1218,16,0,0,0,0,0,0,positive
6928,17,0,0,0,0,0,0,neutral
3154,21,0,1,0,2,2,0,positive
5997,23,0,0,0,0,0,0,neutral
10985,23,1,1,0,0,0,0,neutral
5537,16,0,0,0,0,0,0,positive
13441,21,0,0,0,1,1,0,neutral
3849,22,0,0,0,0,0,0,neutral
10157,22,0,0,2,0,2,0,neutral
8204,27,1,0,0,0,0,0,positive
12984,20,0,0,0,2,0,0,positive
11571,17,0,0,0,0,0,0,neutral
3263,25,0,1,0,0,0,0,positive
15070,23,0,2,1,0,2,0,positive
6196,23,1,1,0,0,0,0,positive
8476,14,0,0,1,0,0,0,neutral
679,21,1,0,0,1,0,0,positive
9279,19,0,0,0,0,1,0,neutral
16014,20,0,0,0,0,0,0,neutral
1508,25,2,0,0,0,0,0,positive
5747,19,0,0,0,1,1,0,positive
2165,24,0,0,0,1,2,0,positive
2831,23,0,0,1,0,1,0,positive
7816,17,0,1,0,0,1,0,positive
13870,12,0,0,0,0,0,0,positive
10631,24,0,0,2,0,2,0,neutral
9920,16,0,0,0,0,0,0,positive
2415,23,0,0,0,0,1,0,neutral
1822,28,1,0,0,0,0,0,positive
6192,20,1,0,0,2,0,0,positive
4705,21,0,0,0,0,1,0,positive
7220,15,3,0,0,0,0,0,positive
3342,19,0,0,0,0,1,0,positive
8805,31,0,0,0,0,0,0,negative
5916,15,1,1,0,0,0,0,negative
7905,26,1,0,0,0,0,0,negative
1224,16,1,0,0,2,0,0,neutral
14110,27,0,0,0,1,1,0,neutral
547,20,0,0,0,0,1,0,neutral
90,21,0,0,0,0,1,0,positive
15266,24,0,0,0,0,1,0,neutral
6767,20,1,0,2,0,0,0,negative
11271,22,0,0,0,0,1,0,neutral
11598,17,0,0,0,0,1,0,neutral
8221,22,1,0,0,1,0,0,positive
11962,16,0,0,0,0,1,0,positive
12546,25,0,4,0,0,1,0,negative
8921,25,0,0,0,0,0,0,negative
9246,15,1,0,0,1,0,0,negative
13110,13,1,0,0,0,0,0,positive
5278,18,1,0,0,1,1,0,neutral
6161,25,0,0,0,2,1,0,neutral
192,24,0,0,0,0,1,0,neutral
14247,26,1,0,0,0,0,0,negative
15761,23,1,0,0,0,0,0,negative
13887,19,0,0,0,0,1,0,negative
10145,22,0,0,1,1,1,0,neutral
1056,23,0,0,0,0,1,0,positive
10493,18,3,0,0,0,0,0,negative
11516,11,0,0,0,1,0,0,neutral
6422,24,1,0,1,1,1,0,negative
5508,19,2,0,0,0,0,0,neutral
8008,25,0,2,0,0,1,0,neutral
9716,20,0,2,0,0,0,0,negative
6838,21,1,0,0,0,0,0,positive
1937,28,0,0,0,0,0,0,neutral
2082,21,0,0,1,1,1,0,neutral
11016,18,0,0,0,2,0,0,positive
15986,17,1,0,0,0,0,0,positive
14048,24,0,0,0,0,1,0,neutral
7276,26,2,0,2,3,0,0,neutral
264,21,2,0,1,0,0,0,neutral
8968,15,0,0,1,2,0,0,positive
1861,25,0,0,0,0,0,0,negative
5391,23,2,0,0,0,1,0,neutral
9466,22,1,0,1,1,0,0,negative
6879,20,2,0,1,0,0,0,negative
5807,21,0,0,0,2,0,0,negative
7587,24,0,0,0,0,1,0,negative
2323,20,0,0,0,0,0,0,negative
11185,19,0,0,0,0,0,0,negative
12587,21,0,0,0,0,1,0,neutral
9537,16,1,1,1,0,0,0,negative
9191,17,1,0,0,0,0,0,negative
8749,25,3,0,0,0,0,0,neutral
11952,23,3,0,3,1,0,0,negative
200,22,2,0,0,1,0,0,neutral
9790,25,0,1,0,0,0,0,neutral
8856,20,2,0,0,0,0,0,neutral
14432,14,0,0,0,0,0,0,negative
12664,24,1,0,0,0,1,0,negative
2605,20,0,0,0,0,1,0,positive
6590,21,3,2,0,2,0,0,neutral
9497,20,0,0,0,0,1,0,negative
3272,24,0,0,0,1,1,0,neutral
11539,27,1,1,0,3,1,0,neutral
13717,23,2,0,0,0,1,0,neutral
11208,14,0,0,0,0,1,0,positive
15017,18,0,1,0,0,0,0,neutral
6837,20,3,0,0,0,0,0,neutral
12768,16,1,0,0,0,0,0,positive
2199,26,0,0,0,4,1,0,negative
11292,24,0,0,0,0,0,0,negative
8269,25,1,0,0,0,0,0,negative
96,23,1,0,1,2,0,0,neutral
5886,23,0,0,0,1,1,0,negative
11502,23,0,0,0,0,0,0,positive
4778,27,0,0,0,0,0,0,positive
6903,26,0,0,0,0,1,0,neutral
14885,23,0,0,0,0,1,0,negative
10073,24,1,0,0,0,0,0,negative
12871,18,3,0,0,0,0,0,neutral
6701,24,0,0,0,1,0,0,neutral
1399,19,1,0,0,0,0,0,negative
10981,22,0,0,0,0,0,0,neutral
6945,23,0,0,0,1,1,0,negative
10191,14,1,0,0,0,0,0,negative
9785,17,2,0,0,1,0,0,neutral
12591,24,0,0,0,1,0,0,negative
7057,24,3,0,0,1,0,0,negative
8804,25,0,0,0,2,0,0,neutral
13723,23,0,0,0,1,0,0,neutral
2315,27,0,0,0,0,0,0,negative
517,21,2,0,2,1,0,0,neutral
8082,30,0,0,0,0,0,0,neutral
12222,26,0,0,0,0,1,0,positive
10397,26,0,0,2,0,0,0,neutral
6273,19,1,0,0,0,1,0,neutral
5038,21,0,0,1,0,0,0,neutral
2688,24,0,0,0,0,1,0,neutral
5789,24,2,0,0,3,0,0,negative
10131,28,0,0,0,0,0,0,negative
4785,19,0,0,0,0,1,0,negative
9516,26,0,0,3,0,0,0,neutral
14266,23,0,2,2,0,1,0,positive
999,24,0,0,2,0,1,0,positive
10412,23,0,0,1,0,1,0,neutral
13439,23,0,1,1,0,1,0,positive
1798,18,2,0,2,0,0,0,negative
13492,20,0,0,1,0,1,0,neutral
13495,21,5,1,2,1,1,0,positive
12084,26,1,0,1,0,1,0,positive
13203,19,0,0,1,1,1,0,neutral
15832,26,0,0,1,1,1,0,positive
4917,20,0,0,0,0,0,0,positive
13902,24,0,0,1,1,1,0,positive
5550,15,2,1,1,0,1,0,neutral
6109,26,1,2,1,0,0,0,positive
1654,23,0,0,2,0,1,0,neutral
11019,24,1,1,2,1,1,0,positive
13991,23,0,0,1,0,0,0,positive
8442,17,0,0,0,1,0,0,neutral
13270,134,4,2,9,1,2,0,positive
6528,21,1,0,1,0,1,0,positive
6688,21,0,0,1,0,1,0,positive
5400,26,0,0,1,0,1,0,negative
13736,25,0,0,2,1,1,0,positive
5546,21,1,0,1,0,1,0,positive
10613,25,0,3,1,1,1,0,neutral
13389,23,0,1,2,2,2,0,neutral
3082,20,3,1,1,0,1,0,positive
671,26,0,0,1,0,0,0,neutral
4322,26,0,0,1,0,1,0,neutral
5859,24,1,1,1,0,1,0,positive
1432,21,0,0,4,0,0,0,neutral
5253,24,1,0,1,0,1,0,positive
9952,23,0,1,1,0,0,0,neutral
15312,25,1,0,2,0,0,0,neutral
191,25,0,0,2,0,1,0,positive
2541,24,0,0,2,1,1,0,neutral
13705,28,0,0,1,0,0,0,positive
287,17,0,0,1,0,1,0,neutral
5187,23,0,0,1,1,1,0,positive
3375,23,0,0,2,0,0,0,positive
9329,22,0,0,1,0,1,0,neutral
49,24,0,3,2,1,2,0,positive
8809,21,1,0,1,0,0,0,positive
10639,22,0,3,2,2,1,0,positive
4032,28,0,2,1,1,0,0,positive
4836,22,1,0,1,0,2,0,neutral
13704,21,0,0,1,0,1,0,positive
5604,20,0,2,2,0,1,0,positive
9316,17,0,0,0,1,0,0,neutral
14624,20,1,1,1,0,1,0,neutral
8553,15,0,1,1,0,0,0,positive
10039,18,0,2,2,0,1,0,positive
717,28,0,0,1,1,0,0,neutral
7743,14,0,0,1,0,0,0,neutral
14511,22,0,3,1,0,2,0,positive
13073,24,0,0,2,1,1,0,positive
13325,27,0,1,1,0,0,0,positive
11447,17,0,0,1,0,0,0,positive
10458,28,1,0,1,0,0,0,neutral
11740,20,0,0,2,0,1,0,neutral
12873,20,0,3,1,0,1,0,neutral
13190,24,0,0,1,0,2,0,positive
15051,27,1,0,2,3,0,0,positive
11553,22,0,0,2,0,1,0,neutral
10375,21,1,0,2,0,1,0,neutral
5010,17,2,0,1,0,0,0,positive
8754,18,0,0,0,0,0,0,neutral
12277,27,0,4,1,0,1,0,positive
15179,17,0,1,1,0,0,0,neutral
6001,22,0,0,1,0,0,0,negative
2074,25,0,0,1,0,1,0,neutral
1205,24,1,0,1,1,0,0,positive
5094,28,0,0,1,0,0,0,negative
11200,24,0,0,1,0,1,0,negative
15765,20,0,0,1,0,2,0,positive
7150,18,0,0,0,0,0,0,positive
2549,21,1,1,1,0,1,0,positive
4165,23,2,0,1,0,0,0,positive
4704,15,0,0,1,0,0,0,neutral
14977,21,0,0,1,0,2,0,positive
39,23,0,0,1,0,1,0,neutral
15926,23,1,0,2,1,1,0,positive
8799,23,0,0,1,0,1,0,neutral
13022,23,0,0,1,0,1,0,positive
705,26,0,0,3,0,1,0,positive
8302,23,0,0,4,0,1,0,positive
3294,21,0,2,1,0,2,0,positive
8702,26,0,0,1,2,1,0,positive
15403,14,0,0,1,0,0,0,positive
11300,17,3,1,1,0,1,0,positive
9906,18,0,2,2,0,1,0,positive
864,17,0,0,0,1,0,0,neutral
8625,24,0,1,1,0,2,0,positive
11809,24,0,0,1,1,0,0,positive
2877,10,0,0,0,2,0,0,positive
3377,17,0,0,1,0,0,0,positive
14509,17,0,0,1,0,0,0,neutral
13481,23,0,0,0,0,0,0,positive
8247,10,0,0,1,0,0,0,neutral
6869,20,0,0,1,0,0,0,positive
9568,12,0,0,1,0,0,0,positive
13125,13,1,0,1,0,0,0,positive
11764,13,1,0,1,0,0,0,positive
1423,13,0,0,1,1,0,0,positive
15867,12,0,0,0,0,0,0,neutral
2225,8,0,0,1,0,0,0,positive
7969,9,0,0,0,0,0,0,neutral
6577,18,0,0,1,0,0,0,positive
760,19,0,0,0,0,0,0,positive
118,10,0,0,1,0,0,0,positive
4598,10,0,0,0,0,0,0,positive
15889,15,0,0,1,0,0,0,positive
8135,15,0,0,0,0,0,0,positive
848,16,0,0,0,0,0,0,negative
4993,11,0,0,0,0,0,0,neutral
14706,10,0,0,1,1,0,0,positive
1040,14,0,0,1,0,0,0,positive
3488,13,0,0,0,0,0,0,positive
11791,12,0,0,0,0,0,0,positive
5469,24,0,0,0,0,0,0,neutral
6697,23,0,1,1,0,1,0,positive
1869,12,0,0,1,0,0,0,neutral
12847,16,0,0,1,0,0,0,positive
14805,27,0,0,2,1,1,0,positive
9595,27,1,0,1,0,0,0,neutral
15185,5,0,0,1,0,0,0,positive
10809,20,0,0,1,0,0,0,positive
14719,6,0,0,1,0,0,0,positive
4411,31,0,0,0,0,0,0,positive
310,23,0,0,1,0,1,0,neutral
8341,27,0,0,1,0,0,0,neutral
13879,12,0,0,0,0,0,0,negative
1292,13,0,0,1,0,0,0,positive
11855,21,0,0,1,0,0,0,positive
8966,27,1,0,1,0,0,0,positive
7457,10,0,0,1,0,0,0,neutral
3127,20,0,0,1,0,0,0,neutral
3795,15,0,0,1,0,0,0,negative
4958,14,0,0,0,0,0,0,positive
7898,16,1,0,0,0,0,0,neutral
1982,15,1,0,1,0,0,0,neutral
7545,24,0,0,1,0,0,0,positive
5640,31,0,0,1,0,0,0,positive
15840,18,1,0,1,0,0,0,positive
12354,22,0,1,2,1,1,0,positive
8738,16,0,0,1,1,0,0,positive
2054,10,0,0,1,1,0,0,positive
13517,9,0,1,0,0,0,0,positive
1139,8,0,0,0,0,0,0,positive
11058,22,0,0,1,0,0,0,negative
2335,29,0,0,1,0,0,0,neutral
14017,16,0,0,0,0,0,0,positive
7157,25,0,0,0,0,0,0,neutral
12268,17,1,0,1,0,0,0,neutral
1537,17,1,0,1,0,0,0,positive
3456,25,1,1,1,0,0,0,positive
9100,12,0,0,1,0,0,0,neutral
1234,17,0,0,1,0,0,0,positive
6828,9,0,0,0,0,0,0,positive
3669,5,0,0,1,0,0,0,positive
1886,13,0,0,1,0,0,0,positive
13903,22,0,0,1,0,0,0,positive
9137,17,1,0,1,0,0,0,positive
62,22,1,1,1,0,0,0,neutral
11470,30,0,0,2,0,0,0,positive
14687,19,1,0,0,1,0,0,positive
12136,5,0,0,1,0,0,0,positive
3965,12,0,0,0,0,0,0,neutral
5713,12,0,0,1,0,0,0,positive
7868,22,1,0,1,0,0,0,positive
1876,17,0,0,1,0,0,0,positive
1222,9,0,0,1,0,0,0,positive
574,7,0,0,0,0,0,0,positive
3293,22,0,0,1,1,0,0,positive
11217,14,0,0,1,0,0,0,positive
11288,22,0,0,1,0,0,0,negative
10596,10,0,0,1,1,0,0,neutral
4554,18,0,1,2,0,0,0,positive
14456,10,1,0,1,0,0,0,positive
15076,27,0,0,2,0,1,0,positive
3659,10,0,0,1,1,0,0,positive
14220,20,1,0,1,0,0,0,positive
10525,5,0,0,0,0,0,0,positive
11293,19,0,0,1,0,0,0,positive
4487,25,1,0,0,0,0,0,neutral
10637,23,1,0,0,0,0,0,neutral
10961,6,0,0,1,0,0,0,neutral
2136,13,0,0,1,0,0,0,neutral
12077,19,1,0,1,2,0,0,positive
6691,10,0,0,0,0,0,0,positive
7498,9,0,0,1,0,0,0,positive
7290,10,0,0,1,2,0,0,positive
11311,28,0,0,8,0,0,0,positive
5736,7,1,0,0,0,0,0,neutral
10055,23,0,1,1,0,1,0,neutral
11426,30,0,0,0,0,0,0,negative
13024,21,0,0,1,0,1,0,neutral
158,17,0,0,0,0,1,0,neutral
1005,21,1,0,1,0,0,0,negative
15504,26,0,0,0,1,1,0,positive
9915,24,0,0,0,0,1,0,neutral
12342,19,0,0,0,1,1,0,neutral
1281,22,0,1,0,0,1,0,neutral
9373,22,0,2,0,0,1,0,neutral
24,26,2,0,3,2,0,0,neutral
7415,26,0,0,0,1,1,0,positive
7130,26,1,0,2,0,1,0,positive
60,30,0,0,0,4,1,0,positive
14907,11,0,0,0,0,0,0,positive
11984,20,2,3,1,0,2,0,positive
11880,24,0,0,0,1,0,0,positive
5649,25,0,2,0,0,1,0,positive
13360,23,2,0,1,0,0,0,neutral
1931,26,0,0,0,1,1,0,positive
2251,16,0,2,0,0,1,0,positive
15043,20,0,0,0,1,0,0,positive
9830,30,1,0,2,1,0,0,positive
8042,18,1,0,0,0,0,0,positive
10989,22,1,0,1,0,0,0,positive
12765,24,0,0,0,0,1,0,neutral
1817,24,0,0,0,0,1,0,neutral
6159,25,0,0,3,2,0,0,neutral
13484,19,2,0,0,0,0,0,neutral
14553,28,0,0,0,0,0,0,neutral
14072,25,2,0,1,3,0,0,negative
9340,32,1,0,1,0,0,0,positive
9528,16,1,0,0,0,0,0,neutral
8897,25,1,0,0,1,0,0,neutral
386,23,1,0,0,1,0,0,positive
9114,17,2,0,1,0,0,0,neutral
13859,18,0,0,0,0,0,0,neutral
4883,27,1,0,1,0,0,0,negative
3403,22,0,1,1,0,1,0,positive
256,26,3,0,1,0,1,0,positive
4228,29,0,0,0,0,0,0,neutral
3216,25,0,0,1,0,1,0,neutral
7190,14,1,0,0,0,0,0,neutral
5929,28,0,0,0,1,1,0,positive
5016,21,2,0,0,1,0,0,neutral
3354,17,0,0,0,1,1,0,neutral
10328,33,1,0,1,1,0,0,neutral
1642,25,1,0,0,1,0,0,positive
5098,22,0,0,0,0,0,0,neutral
4222,29,1,0,1,1,0,0,neutral
2421,29,0,0,3,1,1,0,positive
5715,23,0,2,0,1,2,0,positive
4658,22,0,1,0,0,1,0,neutral
11694,23,2,0,3,1,1,0,positive
1326,22,0,0,1,0,1,0,neutral
4961,22,1,0,0,0,0,0,neutral
7511,13,1,0,1,0,0,0,neutral
2359,14,1,0,1,2,0,0,neutral
4199,20,1,0,0,1,0,0,positive
8186,31,0,0,1,0,0,0,positive
98,23,0,0,0,0,0,0,positive
2352,23,1,0,3,2,2,0,neutral
3431,25,0,3,0,0,1,0,neutral
14026,28,0,0,1,0,0,0,neutral
1104,17,0,0,0,0,1,0,neutral
6931,23,0,0,1,1,1,0,positive
15085,28,1,0,1,0,0,0,neutral
11826,20,0,0,2,1,0,0,positive
3808,26,0,0,0,0,1,0,positive
12632,23,0,0,0,2,1,0,neutral
5068,13,1,0,0,0,0,0,positive
15714,11,0,0,0,0,0,0,positive
4462,26,2,0,1,0,0,0,positive
673,14,2,0,1,0,0,0,positive
6023,25,1,0,0,2,0,0,positive
5039,17,0,0,0,0,0,0,positive
8732,23,0,1,2,1,1,0,positive
5592,27,0,0,19,0,0,0,positive
12439,17,0,0,0,1,0,0,neutral
7941,18,0,0,1,0,0,0,negative
4629,29,1,0,1,1,0,0,positive
9608,18,1,0,2,1,0,0,positive
5761,12,1,0,1,2,0,0,neutral
6667,25,0,1,1,0,1,0,positive
4733,23,1,0,1,3,0,0,positive
14504,14,0,0,0,0,0,0,neutral
12443,22,0,1,1,2,2,0,positive
7048,12,0,0,1,0,0,0,neutral
6346,23,0,0,2,0,0,0,positive
9761,22,0,0,0,0,1,0,positive
6729,29,0,0,0,0,0,0,positive
10249,24,1,0,0,0,0,0,neutral
15614,16,0,0,0,0,0,0,negative
15925,30,1,0,1,0,0,0,neutral
3295,20,1,0,1,0,0,0,neutral
12875,22,0,0,3,1,1,0,positive
8963,28,0,0,1,0,0,0,positive
15156,23,1,0,0,1,1,0,positive
6878,23,0,0,1,0,3,0,neutral
9136,29,0,0,2,0,0,0,positive
7722,25,0,0,0,2,1,0,positive
16035,25,0,0,1,2,1,0,positive
6778,8,0,0,0,0,0,0,negative
13815,20,0,1,0,0,2,0,neutral
10366,19,1,0,0,2,1,0,positive
282,24,0,0,0,2,0,0,neutral
10528,25,0,0,0,0,1,0,positive
15000,26,1,2,1,1,1,0,positive
14580,26,1,0,0,0,0,0,neutral
13541,23,0,1,0,0,0,0,positive
11937,16,0,1,1,1,0,0,positive
2882,21,0,2,1,0,0,0,positive
1271,23,0,2,0,1,0,0,positive
12511,21,0,1,0,0,1,0,positive
11219,27,0,0,0,0,0,0,negative
7703,15,0,0,0,0,0,0,positive
12874,11,1,0,0,0,0,0,positive
15739,17,1,0,0,0,0,0,positive
3281,25,0,1,0,0,0,0,positive
361,25,2,0,2,0,0,0,positive
6548,26,0,0,0,0,1,0,positive
13892,27,0,0,1,2,0,0,positive
2209,25,0,0,2,0,0,0,neutral
14285,16,0,0,0,0,0,0,positive
10547,15,0,0,0,1,1,0,neutral
8413,17,0,0,0,0,0,0,positive
9902,18,0,0,0,0,0,0,positive
10290,12,0,0,0,3,0,0,positive
2458,24,1,0,0,0,0,0,neutral
7346,27,0,1,0,0,0,0,neutral
6445,20,0,0,0,0,0,0,positive
3099,22,0,0,1,0,0,0,positive
12518,27,0,0,0,0,1,0,negative
13111,20,0,0,1,1,1,0,positive
14694,24,0,1,0,0,0,0,positive
1595,24,0,0,0,0,0,0,negative
3221,15,0,1,0,0,1,0,negative
5144,25,0,0,0,2,0,0,positive
6408,25,0,0,0,0,1,0,neutral
1087,26,0,0,1,0,0,0,neutral
11131,20,1,1,3,0,0,0,positive
6064,19,0,0,3,2,0,0,positive
5168,23,0,1,0,1,0,0,positive
301,26,0,0,0,0,0,0,positive
7404,15,1,0,0,0,0,0,positive
9206,22,0,1,0,3,0,0,positive
5255,15,0,0,1,0,0,0,positive
15824,21,0,2,0,0,0,0,negative
4510,19,0,0,1,1,0,0,positive
10219,27,1,0,0,1,0,0,neutral
13155,21,0,0,0,0,0,0,negative
6813,24,1,0,0,0,0,0,positive
11653,26,1,0,0,0,0,0,neutral
14024,26,0,1,0,3,1,0,positive
1696,23,0,0,1,0,0,0,neutral
13530,25,1,0,0,0,0,0,positive
5543,27,0,0,1,0,0,0,negative
2128,18,0,0,0,0,0,0,neutral
2988,27,0,2,1,0,1,0,positive
2925,24,0,2,0,2,0,0,neutral
13358,15,1,0,0,0,0,0,neutral
720,19,0,2,1,0,1,0,neutral
8235,33,0,0,0,0,1,0,neutral
2048,29,0,0,0,0,1,0,negative
7915,26,0,0,0,0,0,0,neutral
116,24,0,0,0,0,1,0,positive
1072,28,0,1,3,0,0,0,positive
3318,19,0,0,0,0,1,0,neutral
5655,22,0,0,0,1,0,0,positive
9786,23,2,0,0,0,0,0,neutral
11836,28,1,0,0,0,0,0,neutral
2238,19,0,0,0,1,0,0,positive
10687,16,0,1,0,0,2,0,positive
5244,21,0,0,0,0,0,0,negative
11881,25,0,2,1,1,2,0,positive
8378,26,0,0,0,0,2,0,neutral
9485,25,0,0,1,0,1,0,positive
12227,11,0,0,0,0,1,0,neutral
7191,15,0,3,0,0,1,0,positive
5973,22,0,1,0,2,0,0,neutral
12530,21,0,1,2,1,1,0,positive
7227,22,0,0,0,0,0,0,neutral
280,21,0,0,0,0,0,0,positive
14197,21,0,0,0,0,0,0,neutral
3319,14,0,1,0,2,1,0,positive
8850,15,0,1,0,1,0,0,positive
10452,25,2,0,10,0,0,0,neutral
11164,10,0,0,0,1,0,0,positive
7644,26,0,0,0,1,1,0,positive
3622,11,0,0,0,0,0,0,positive
6960,24,0,1,1,0,0,0,positive
443,13,0,0,0,1,1,0,neutral
12326,11,0,0,0,1,1,0,negative
13077,14,0,0,1,1,1,0,positive
7677,21,4,0,0,0,0,0,negative
13287,24,1,0,0,0,0,0,positive
15619,12,0,0,0,1,0,0,positive
13749,28,0,0,0,1,1,0,positive
3842,25,0,1,1,0,1,0,positive
10507,20,0,1,1,0,1,0,neutral
8851,23,0,0,0,0,1,0,negative
13675,17,0,0,0,0,0,0,positive
6803,14,0,0,0,0,0,0,neutral
3355,17,0,0,0,1,0,0,positive
3432,19,0,0,0,0,0,0,positive
11095,21,0,0,0,3,0,0,neutral
7038,17,0,0,0,0,1,0,positive
2155,22,1,0,0,0,0,0,positive
13547,22,0,0,0,0,0,0,positive
7849,25,1,1,0,2,0,0,positive
7208,10,0,0,0,0,0,0,positive
11365,17,0,0,0,0,0,0,neutral
1866,22,0,0,0,1,1,0,positive
13577,26,0,0,0,0,2,0,neutral
5137,26,0,0,0,0,2,0,neutral
11931,24,0,1,0,0,1,0,positive
12891,11,0,0,0,0,0,0,positive
4249,27,0,0,1,0,0,0,neutral
13916,23,0,0,0,1,0,0,neutral
4955,18,0,0,0,2,0,0,positive
4586,24,1,0,0,0,1,0,neutral
9138,19,1,1,1,1,0,0,positive
1202,25,0,0,0,1,0,0,positive
14780,25,0,0,0,0,0,0,neutral
7649,17,0,2,0,0,0,0,positive
8013,24,0,0,0,0,0,0,positive
15316,11,0,0,0,0,1,0,positive
6305,21,0,0,0,0,1,0,neutral
9031,17,1,0,0,1,0,0,neutral
11753,25,0,0,0,0,0,0,negative
2072,26,0,0,0,0,1,0,neutral
10721,20,0,0,0,0,0,0,positive
8448,26,0,0,0,1,1,0,positive
4232,18,0,0,0,0,1,0,neutral
3881,23,0,0,1,0,0,0,positive
1412,25,0,0,0,0,1,0,neutral
8729,26,0,0,0,0,1,0,neutral
8832,16,1,1,5,1,0,0,neutral
11985,21,1,0,1,1,0,0,neutral
15669,22,2,0,0,0,0,0,negative
15413,15,0,0,0,2,0,0,positive
6112,15,0,1,1,1,1,0,positive
7761,19,2,1,0,0,1,0,positive
6798,22,0,0,0,1,0,0,positive
12244,14,0,1,0,0,1,0,positive
785,26,1,1,1,1,0,0,positive
3459,25,0,1,0,1,0,0,positive
6526,23,0,1,0,0,2,0,positive
6160,28,1,0,0,0,0,0,positive
1964,28,0,0,0,1,1,0,positive
12637,29,0,0,0,0,0,0,positive
2030,25,0,0,0,0,1,0,positive
994,22,0,3,0,2,0,0,positive
11591,26,0,0,0,0,0,0,positive
12868,24,0,0,2,0,1,0,positive
3879,16,0,0,0,0,0,0,positive
15146,19,1,0,0,0,0,0,neutral
11213,28,0,0,1,0,0,0,positive
12549,23,1,0,1,3,0,0,positive
9096,26,0,1,1,0,1,0,positive
10535,23,1,0,0,0,1,0,neutral
1456,23,0,0,0,0,0,0,positive
1276,26,0,0,1,4,0,0,negative
9522,21,0,0,1,0,0,0,negative
4706,18,0,0,0,0,0,0,positive
7245,23,0,0,0,0,1,0,neutral
12995,25,0,0,0,2,0,0,positive
7554,15,0,0,0,1,0,0,neutral
12239,19,1,0,0,0,0,0,neutral
15368,14,0,0,0,0,0,0,positive
8753,29,0,0,0,0,0,0,neutral
4671,27,0,0,0,0,1,0,neutral
15421,22,0,0,1,0,1,0,neutral
1641,24,3,0,0,0,0,0,neutral
11834,21,1,0,3,0,1,0,positive
12062,17,0,1,0,0,0,0,neutral
9145,22,0,0,0,0,1,0,positive
2908,15,0,0,0,0,0,0,positive
1409,22,0,0,9,0,0,0,negative
12026,22,0,0,3,1,1,0,positive
14196,16,0,0,0,0,0,0,positive
14278,26,0,0,0,0,0,0,neutral
8796,24,0,0,0,0,1,0,positive
3572,23,0,1,0,0,1,0,positive
9476,29,0,0,0,0,0,0,negative
14396,15,0,0,0,0,0,0,positive
4385,24,0,0,1,0,0,0,negative
7940,26,0,1,1,1,1,0,positive
15583,23,0,1,0,2,1,0,positive
6243,24,0,0,0,0,0,0,positive
1909,19,0,0,0,14,1,0,positive
3379,25,0,1,0,0,1,0,positive
7956,28,0,0,0,0,1,0,positive
11633,25,0,0,0,0,2,0,neutral
12441,32,0,0,0,0,0,0,negative
15063,22,1,0,0,0,0,0,positive
11212,28,0,0,0,1,1,0,positive
6648,19,0,0,0,0,0,0,positive
12832,16,0,0,0,0,1,0,positive
7681,19,0,1,0,0,0,0,positive
1670,15,0,0,1,0,1,0,negative
9637,22,0,3,0,0,1,0,positive
16019,18,1,1,0,2,0,0,positive
9642,26,1,1,1,0,0,0,neutral
1597,17,1,0,0,2,0,0,positive
15228,24,0,1,0,0,1,0,positive
3926,20,0,0,0,0,0,0,positive
8292,21,0,0,0,0,1,0,positive
6092,20,0,0,0,0,0,0,positive
