,tweet_created_at,tweet_full_text,text_clean
3471,Fri Sep 07 05:46:35 +0000 2018,"Lord help me, but I did a thing. #thanos #nike #justdoit #shieldposting #shitpost #marvel #marvelmemes #oc #originalmeme https://t.co/Vcqe1k98hP https://t.co/FYHJvi8CBV",lord help thing thano nike justdoit shieldpost shitpost marvel marvelmem oc originalmem
5047,Fri Sep 07 05:46:22 +0000 2018,#JustDoIt #Nike #TeamSTAFFORD iamhealthandfitness @ Nike World Headquarters https://t.co/k5An0BTnTY,justdoit nike teamstafford iamhealthandfit nike world headquart
4462,Fri Sep 07 05:46:16 +0000 2018,@OutsideTheGames Marketing 101. Think it’s interesting that all these people cutting and burning off Nike this or that....Don’t you know you are giving what Nike wants ?! Your attention‼️💯 #winning #JustdoIt P.S. that’s why the Just do it campaign is genius. https://t.co/yvDAYATg6A,market think it’ interest peopl cut burn nike don’t know give nike want attention‼️💯 win justdoit that’ campaign geniu
343,Fri Sep 07 05:45:58 +0000 2018,"Just do it! 
•
•
•
•
•#nike #justdoit #wwe #chrisjericho #njpw #jerichocruise #ROH #ringofhonor #newjapanprowrestling https://t.co/e9aOjDfIlH",nike justdoit wwe chrisjericho njpw jerichocruis roh ringofhonor newjapanprowrestl
3223,Fri Sep 07 05:45:23 +0000 2018,"Unhinged Yugely Stable Genius

#DumpTrump #JailTrump #JustDoIt https://t.co/wWdd5lx23R",unhing yuge stabl geniu dumptrump jailtrump justdoit
4849,Fri Sep 07 05:44:39 +0000 2018,Don’t ask if your dreams are crazy. Ask if they’re crazy enough. #justdoit https://t.co/dd5hreS3Xu,don’t ask dream crazi ask they’r crazi enough justdoit
3770,Fri Sep 07 05:44:22 +0000 2018,The Nike ad is exactly what our younger generation needs. Being a young age we get looked down upon. Do not let others define you and if they do be more than that definition. I fucks w Nike. ✔️ #Kapernick #JustDoIt,nike ad exactli younger gener need young age get look upon not let other defin definit fuck nike ✔️ kapernick justdoit
2815,Fri Sep 07 05:44:05 +0000 2018,My mom if she ever saw me cutting and burning my clothes and shit. Like you weirdos destroying your Nike stuff. #justdoit #NikeBoycott #Nike https://t.co/oq5yQXAZgE,mom ever saw cut burn cloth shit like weirdo destroy nike stuff justdoit nikeboycott nike
4111,Fri Sep 07 05:43:56 +0000 2018,I loved that @Nike bought time on Thursday Night Football to air the @Kaepernick7 ad. #JustDoIt #RightSideOfHistory,love bought time thursday night footbal air ad justdoit rightsideofhistori
1684,Fri Sep 07 05:43:20 +0000 2018,"#JustDoIt Or don’t. Who fuckin cares, man 😂😂😂 https://t.co/4lh4VLtsH3",justdoit don’t fuckin care man 😂😂😂
1368,Fri Sep 07 05:43:18 +0000 2018,I bought my baby nephew a Nike sweater because why not #justdoit,bought babi nephew nike sweater not justdoit
3927,Fri Sep 07 05:43:16 +0000 2018,"For the people who have decided to burn their Nike stuff, here's my sizes feel@free@to blessthis girl:
• Women's Large
• Men's medium
• Women's 10 shoe
• Men's 8.5 sho 

Pls &amp; thxx🔥 #justdoit #nike",peopl decid burn nike stuff size feel blessthi girl women larg men medium women shoe men sho pl amp thxx🔥 justdoit nike
3444,Fri Sep 07 05:43:06 +0000 2018,"Don't ask if your dreams are crazy, ask if they are crazy enough...! #Justdoit",ask dream crazi ask crazi enough justdoit
1480,Fri Sep 07 05:43:04 +0000 2018,I just got a new sweatshirt and I’m so obsessed I turned the AC on just so I could wear it. 😂💃🏽 Thanks! @burtonsnowboard #ohwhyhellothere #burton #realgirlsride #OBSESSED #JustDoIt #concordnh https://t.co/p7Z3aMoDU8,got new sweatshirt i’m obsess turn ac could wear 😂💃🏽 thank ohwhyhellother burton realgirlsrid obsess justdoit concordnh
3352,Fri Sep 07 05:42:53 +0000 2018,@kendylllynn14 Don’t do it 😴😃 oh I meant just do it lol 😆 #JustDoIt #Nike,don’t 😴😃 oh meant lol justdoit nike
2513,Fri Sep 07 05:42:47 +0000 2018,This is amazing! #inspireothers #justdoit https://t.co/ibtgsbXJ5s,amaz inspireoth justdoit
2640,Fri Sep 07 05:42:21 +0000 2018,"Sometimes i think about life, it's just a test, testing me every day #JustDoIt",sometim think life test test everi day justdoit
1446,Fri Sep 07 05:41:46 +0000 2018,Don’t ask if your dreams are crazy. Ask if they’re crazy enough. #justdoit https://t.co/ZqeJbG6YE5,don’t ask dream crazi ask they’r crazi enough justdoit
861,Fri Sep 07 05:41:40 +0000 2018,@GOP @realDonaldTrump The party of lies and treason. Nice legacy. #VoteBlue2018 #JustDoIt,parti lie treason nice legaci voteblu justdoit
4362,Fri Sep 07 05:41:39 +0000 2018,"@Nike: Just Do It
Me: Say No More! 

#TakeTheLimitsOFF
#JustDoIt 
#DontDissMyAbility

Hey @TheEllenShow, is there any more room left on that white coach? Asking for ME!! 😍 #Goals https://t.co/UgsQeeLovh",say no takethelimitsoff justdoit dontdissmy hey room left white coach ask goal
285,Fri Sep 07 05:41:31 +0000 2018,"Just invest in it.

#nike #justdoit #colinkaepernick #believeinsomething #believeinbullion #bullion #gold #silver #platinum #goldbullion #silverbullion #bullionbars #jaggards #invest #investment #investinit #realmoney #sydney #australia #wesellbullion #webuybullion https://t.co/6jRfedw5w5",invest nike justdoit colinkaepernick believeinsometh believeinbullion bullion gold silver platinum goldbullion silverbullion bullionbar jaggard invest invest investinit realmoney sydney australia wesellbullion webuybullion
1374,Fri Sep 07 05:41:12 +0000 2018,@sezl You are amazing! #justdoit,amaz justdoit
3307,Fri Sep 07 05:40:13 +0000 2018,"I'm dead 😂😂🤣🤣💀💀

#DoNotResuscitate #ItsAlwaysSunnyInPhiladelphia #TheGoldenGod #JustDoIt https://t.co/2YXAlchSE7",dead 😂😂🤣🤣💀💀 donotresuscit itsalwayssunnyinphiladelphia thegoldengod justdoit
670,Fri Sep 07 05:39:54 +0000 2018,"@nike My golf shorts and t-shirt were delivered today. That was fast, and both items are perfect! Thanks for the student discount, and the motivation to shop your store https://t.co/zaT56dC4a8! #ColinKaepernick #JustDoIt",golf short shirt deliv today fast item perfect thank student discount motiv shop store colinkaepernick justdoit
3090,Fri Sep 07 05:39:47 +0000 2018,Better ad campaign. #JustDoIt https://t.co/Vz80VpmZHk,better ad campaign justdoit
3573,Fri Sep 07 05:39:38 +0000 2018,Do you think celebrities are over there just waiting to see if anyone turned them into a new b&amp;w nike ad/ meme? #justdoit,think celebr wait see anyon turn new amp nike ad meme justdoit
4572,Fri Sep 07 05:39:10 +0000 2018,CLOTHING SHOPPING SPREE HAUL | Lashea Olsen https://t.co/sp1iJMm9W2 via @YouTube #JustDoIt #InfluencerRT https://t.co/cDkQoTcRIR,cloth shop spree haul lashea olsen via justdoit influencerrt
1802,Fri Sep 07 05:38:19 +0000 2018,Done for the night with this! Lmao #nike #icant #hilarious #memes #justdoit✔️ #goodnite https://t.co/aH8ga3qDGZ,done night lmao nike icant hilari meme justdoit✔️ goodnit
780,Fri Sep 07 05:38:08 +0000 2018,These Nike #JustDoIt ads....... 😂😂😂😂😂😂,nike justdoit ad 😂😂😂😂😂😂
2930,Fri Sep 07 05:37:58 +0000 2018,Nike is out of order comrades 😂😃 #JustDoIt,nike order comrad 😂😃 justdoit
237,Fri Sep 07 05:37:38 +0000 2018,"Stop!! 🛑 ✋🏿 
The weekend is here 💥
What a long week we’ve all had,right...?
From fuel prices to Nike endorsements. We all need a break.
#bonafideprints #fashion #style  #nairobifashion #bestoftheday #tgif #supportblackbusiness #music #justdoit #onlineshopping #madeinkenya https://t.co/sVoSk2yZV5",stop ✋🏿 weekend long week we’v right fuel price nike endors need break bonafideprint fashion style nairobifashion bestoftheday tgif supportblackbusi music justdoit onlineshop madeinkenya
4135,Fri Sep 07 05:36:51 +0000 2018,"When I started to play 🎾I just want to win one ☝🏽 game, now I want to win a match, my dream is win a tournament #JustDoIt",start play 🎾i want win one ☝🏽 game want win match dream win tournament justdoit
